02000394Jenifer Anistron              10000000050
02103745Alicia Silveston              20000000050
02313485Patricia de Sabri             30000000050
02232384Alicia Kee                    40000000050
02591212Alexandre Osvald              50000000050
02061743Moacir Vinceslau              01000000050
02860923Rodrigo Yamamoto              02000000050
02002012Andrea Corrs                  03000000050
02569321Ana Paula Arosio              04000000050
02636765Jessica Alba                  05000000050
02231231Charles Miller                10000000050
02861212Robson Guimaraes              20000000050
02547345Artur Maluf                   30000000050
02298354Roberto Moreno                40000000050
02651209Regiane Alves                 50000000050
02263295Ingred Guimaraes              00100000050
02120932Debora Secco                  00200000050
02002343Robert Garcia                 00300000050
02001294Ryo Sakazaki                  00400000050
02001278Yuri Sakazaki                 00500000050
01002392Ryuji Yamazaki                10000000050
01002934Billy Kane                    20000000050
01000389Kulla Diamont                 30000000050
01983854Angel Paes                    40000000050
01798432Roberto Oliver                50000000050
02300583Akira Toriama                 00010000050
02439508Maria do Carmo                00020000050
02312948Athena Asamia                 00030000050
02003738Jose Jussie                   00040000050
02063478Clare Reidfield               00050000050
01002834Jill Valentine                10000000050
01003249Chris Reidfield               20000000050
01012457Ada Flout                     30000000050
01030039Madalena Goncalves            40000000050
01006095Bruna Souza Pinto             50000000050
02620950Adriana Calcanhoto            00001000050
02120432Felipe do Santos Silva        00002000050
02019326Jorge Augusto                 00003000050
02329347Maria Joaquina                00004000050
02062938Alexandro Roberto             00005000050
01458331Sandro Kousaka                10000000050
01126235Rodrigo Silva                 20000000050
01219934Joe Higashi                   30000000050
01125693Mai Shiranui                  40000000050
01278394Luciana Akemi Ono             50000000050
02974956Paula Megume Ono              00000100050
02260234Fernanda Lima                 00000200050
02377794Marta Arantes Nascimento      00000300050
02948734Daniela de Paula              00000400050
02265951Natalia Rodrigues             00000500050
