002392Ryuji Yamazaki                10000000050
002934Billy Kane                    20000000050
000389Kulla Diamont                 30000000050
983854Angel Paes                    40000000050
798432Roberto Oliver                50000000050
002834Jill Valentine                10000000050
003249Chris Reidfield               20000000050
012457Ada Flout                     30000000050
030039Madalena Goncalves            40000000050
006095Bruna Souza Pinto             50000000050
458331Sandro Kousaka                10000000050
126235Rodrigo Silva                 20000000050
219934Joe Higashi                   30000000050
125693Mai Shiranui                  40000000050
278394Luciana Akemi Ono             50000000050
