26123457890WILLIAN MASSANOBU KOHATSU     080
24123456890REBECCA MARIA MONTEIRO MURAD  075
52123456790JENIFER LAWRENCE              068
63123456780ALICIA SILVESTON              077
17123456789PATRICIA DE SABRI             081
21234567890ALICIA KEE                    090
11234567890ALEZANDRE OSVALD              088
15234567890MOACIR VINCESLAU              070
30134567890RODRIGO YAMAMOTO              040
36124567890MONKEY D. LUFFY               001
45123567890ANA PAULA AROSIO              025
40123467890JESSICA ALBA                  030
92123457890CHARLES MILLER                045
16123456890ROBSON GUILHERME              075
22123456790ARTHUR MALUF                  074
28123456780ROBERTO MORENO                077
39123456789REGIANE ALVES                 088
21234567890INGRED GUIMARAES              056
11234567890DEBORA SECCO                  002
31234567890ROBERT GARCIA                 080
21234567890RYO SAKAZUKI                  084
33134567890MAYUMY KAZUO                  088
27124567890RYUJI YAMAZAKI                099
44123567890THOMAS ANDRE                  070
29123467890SUNG JINWOO                   077
48123457890BRUCE WAYNE                   100
77123456890AKIRA TORIYAMA                095
80123456790MARIA DO CARMO                065
14123456780ATHENA ASAMIA                 050
20123456789JOSE JUSSIE                   054
81234567890CLARE REIDFIELD               044
21234567890JILL VALENTINE                065
23234567890CHRIS REIDFIELD               085
28134567890ADA WONG                      077
35124567890MADALENA GONCALVES            084
20123567890BRUNA SOUZA PINTO             065
05123467890ADRIANA CALCANHOTO            025
10123457890FELIPE DOS SANTOS             010
12123456890JORGE AUGUSTO                 024
66123456790SON GOKU                      063
14123456780TSUNAYOSHI SANADA             071
15123456789RYOHEI KIMURA                 091
25123456789JOE HIGASHI                   065
17123456789MAI SHIRAMU                   080
21123456789AKEMI ONO                     081
28123456789MEGUMI ONO                    082
30123456789AY OTSUKA                     076
46123456789KENJI NOJIMA                  095
55123456789HIKARU ICHIJOU                092
49123456789CHIE SAWAGUCHI                099
