48123457890BRUCE WAYNE                   100
27124567890RYUJI YAMAZAKI                099
49123456789CHIE SAWAGUCHI                099
77123456890AKIRA TORIYAMA                095
46123456789KENJI NOJIMA                  095
55123456789HIKARU ICHIJOU                092
15123456789RYOHEI KIMURA                 091
21234567890ALICIA KEE                    090
11234567890ALEZANDRE OSVALD              088
39123456789REGIANE ALVES                 088
33134567890MAYUMY KAZUO                  088
23234567890CHRIS REIDFIELD               085
21234567890RYO SAKAZUKI                  084
35124567890MADALENA GONCALVES            084
28123456789MEGUMI ONO                    082
17123456789PATRICIA DE SABRI             081
21123456789AKEMI ONO                     081
26123457890WILLIAN MASSANOBU KOHATSU     080
31234567890ROBERT GARCIA                 080
17123456789MAI SHIRAMU                   080
63123456780ALICIA SILVESTON              077
28123456780ROBERTO MORENO                077
29123467890SUNG JINWOO                   077
28134567890ADA WONG                      077
30123456789AY OTSUKA                     076
24123456890REBECCA MARIA MONTEIRO MURAD  075
16123456890ROBSON GUILHERME              075
22123456790ARTHUR MALUF                  074
14123456780TSUNAYOSHI SANADA             071
15234567890MOACIR VINCESLAU              070
44123567890THOMAS ANDRE                  070
